 "mw" , "g" , "gl" ,
 "http://purl.bdrc.io/resource/MW4CZ302661" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW00KG01646" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW1PD96185" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW5488" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG4769" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW00KG01624" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW00KG01618" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG4208" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW27921" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW00KG01636" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW8LS31064" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW4CZ302668" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW8LS31015" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW00KG01621" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG89147" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW00KG09387" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG15890" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG11909" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW24128" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW00KG01642" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW26627" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW00KG01644" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW3CN12559" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG11880" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW00KG01635" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW3CN641" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW21811" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW00KG01643" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW8LS17023" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW27216" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW00KG01640" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW22081" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW00KG01645" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW18" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW8LS31065" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW00KG01613" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW23829" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW15663" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG4280" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG21300" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW00EGS1016963" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW00KG03592" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG4334" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW2PD17413" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW00KG01627" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW3CN12692" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG2778" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW3CN12210" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW00KG01641" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW00KG01638" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW3CN13006" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW2KG200901" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW20877" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW00KG01628" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW3CN12752" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW8LS31009" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW3CN12693" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW00KG01626" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW00KG01637" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW21759" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW00KG01625" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW00KG01620" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW2KG208168" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW1CZ928" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW00KG01634" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG12028" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW8LS31024" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW00KG01647" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW27273" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW00KG01629" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG4336" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW00KG01623" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW24156" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW00KG01639" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW1CZ930" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW11044" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW00KG01630" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW4PD1455" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW00KG01614" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW8LS31030" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG22344" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG3711" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW8LS32775" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW00KG01622" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW00KG01632" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG12138" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG10161" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW8027" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW8LS31021" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW00KG01619" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW00KG01648" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG9676" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW1GS88389" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW2KG200899" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW1CZ929" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW23922" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW00KG01617" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW00KG01615" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW00KG01649" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW3CN613" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG22061" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW00KG01631" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW2KG200900" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW2PD17419" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW8LS31018" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW8LS31012" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW3CN616" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW21808" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG14821" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW8LS19975" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW3CN631" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW20878" , "http://purl.bdrc.io/resource/G3JT12497" , "dpal spungs dgon pa'i par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG5193" , "http://purl.bdrc.io/resource/G3JT12612" , "gro bo lung dgon gyi par khang /" ,
 "http://purl.bdrc.io/resource/MW7503" , "http://purl.bdrc.io/resource/G3JT12612" , "gro bo lung dgon gyi par khang /" ,
 "http://purl.bdrc.io/resource/MW7500" , "http://purl.bdrc.io/resource/G3JT12612" , "gro bo lung dgon gyi par khang /" ,
 "http://purl.bdrc.io/resource/MW3CN718" , "http://purl.bdrc.io/resource/G3JT12612" , "gro bo lung dgon gyi par khang /" ,
 "http://purl.bdrc.io/resource/MW8517" , "http://purl.bdrc.io/resource/G2CN10913" , "bkra shis lhun po'i par khang /" ,
 "http://purl.bdrc.io/resource/MW22110" , "http://purl.bdrc.io/resource/G2CN10913" , "bkra shis lhun po'i par khang /" ,
 "http://purl.bdrc.io/resource/MW29194" , "http://purl.bdrc.io/resource/G2CN10913" , "bkra shis lhun po'i par khang /" ,
 "http://purl.bdrc.io/resource/MW23879" , "http://purl.bdrc.io/resource/G2CN10913" , "bkra shis lhun po'i par khang /" ,
 "http://purl.bdrc.io/resource/MW3CN4076" , "http://purl.bdrc.io/resource/G2CN10913" , "bkra shis lhun po'i par khang /" ,
 "http://purl.bdrc.io/resource/MW1NLM1509" , "http://purl.bdrc.io/resource/G2CN10913" , "bkra shis lhun po'i par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG1250" , "http://purl.bdrc.io/resource/G2CN10913" , "bkra shis lhun po'i par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG8788" , "http://purl.bdrc.io/resource/G2CN10913" , "bkra shis lhun po'i par khang /" ,
 "http://purl.bdrc.io/resource/MW20519" , "http://purl.bdrc.io/resource/G2CN10913" , "bkra shis lhun po'i par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG15901" , "http://purl.bdrc.io/resource/G2CN10913" , "bkra shis lhun po'i par khang /" ,
 "http://purl.bdrc.io/resource/MW2872" , "http://purl.bdrc.io/resource/G2CN10913" , "bkra shis lhun po'i par khang /" ,
 "http://purl.bdrc.io/resource/MW1NLM795" , "http://purl.bdrc.io/resource/G2CN10913" , "bkra shis lhun po'i par khang /" ,
 "http://purl.bdrc.io/resource/MW24769" , "http://purl.bdrc.io/resource/G2CN10913" , "bkra shis lhun po'i par khang /" ,
 "http://purl.bdrc.io/resource/MW23880" , "http://purl.bdrc.io/resource/G2CN10913" , "bkra shis lhun po'i par khang /" ,
 "http://purl.bdrc.io/resource/MW9752" , "http://purl.bdrc.io/resource/G2CN10913" , "bkra shis lhun po'i par khang /" ,
 "http://purl.bdrc.io/resource/MW4CZ302706" , "http://purl.bdrc.io/resource/G2CN10913" , "bkra shis lhun po'i par khang /" ,
 "http://purl.bdrc.io/resource/MW23872" , "http://purl.bdrc.io/resource/G2CN10913" , "bkra shis lhun po'i par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG9580" , "http://purl.bdrc.io/resource/G2CN10913" , "bkra shis lhun po'i par khang /" ,
 "http://purl.bdrc.io/resource/MW29193" , "http://purl.bdrc.io/resource/G2CN10913" , "bkra shis lhun po'i par khang /" ,
 "http://purl.bdrc.io/resource/MW22109" , "http://purl.bdrc.io/resource/G2CN10913" , "bkra shis lhun po'i par khang /" ,
 "http://purl.bdrc.io/resource/MW4CZ302665" , "http://purl.bdrc.io/resource/G2CN10913" , "bkra shis lhun po'i par khang /" ,
 "http://purl.bdrc.io/resource/MW2046" , "http://purl.bdrc.io/resource/G2CN10913" , "bkra shis lhun po'i par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG9800" , "http://purl.bdrc.io/resource/G2CN10913" , "bkra shis lhun po'i par khang /" ,
 "http://purl.bdrc.io/resource/MW2CZ7854" , "http://purl.bdrc.io/resource/G2CN10913" , "bkra shis lhun po'i par khang /" ,
 "http://purl.bdrc.io/resource/MW23543" , "http://purl.bdrc.io/resource/G2CN10913" , "bkra shis lhun po'i par khang /" ,
 "http://purl.bdrc.io/resource/MW6206" , "http://purl.bdrc.io/resource/G2CN10913" , "bkra shis lhun po'i par khang /" ,
 "http://purl.bdrc.io/resource/MW22111" , "http://purl.bdrc.io/resource/G2CN10913" , "bkra shis lhun po'i par khang /" ,
 "http://purl.bdrc.io/resource/MW30110" , "http://purl.bdrc.io/resource/G2CN10913" , "bkra shis lhun po'i par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG11820" , "http://purl.bdrc.io/resource/G2CN10913" , "bkra shis lhun po'i par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG8721" , "http://purl.bdrc.io/resource/G2CN10913" , "bkra shis lhun po'i par khang /" ,
 "http://purl.bdrc.io/resource/MW00EGS1017352" , "http://purl.bdrc.io/resource/G2CN10913" , "bkra shis lhun po'i par khang /" ,
 "http://purl.bdrc.io/resource/MW670" , "http://purl.bdrc.io/resource/G2CN10913" , "bkra shis lhun po'i par khang /" ,
 "http://purl.bdrc.io/resource/MW6205" , "http://purl.bdrc.io/resource/G2CN10913" , "bkra shis lhun po'i par khang /" ,
 "http://purl.bdrc.io/resource/MW8618" , "http://purl.bdrc.io/resource/G2CN10913" , "bkra shis lhun po'i par khang /" ,
 "http://purl.bdrc.io/resource/MW29195" , "http://purl.bdrc.io/resource/G2CN10913" , "bkra shis lhun po'i par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG4215" , "http://purl.bdrc.io/resource/G2CN10913" , "bkra shis lhun po'i par khang /" ,
 "http://purl.bdrc.io/resource/MW8LS31134" , "http://purl.bdrc.io/resource/G2CN10913" , "bkra shis lhun po'i par khang /" ,
 "http://purl.bdrc.io/resource/MW4CZ302664" , "http://purl.bdrc.io/resource/G2CN10913" , "bkra shis lhun po'i par khang /" ,
 "http://purl.bdrc.io/resource/MW9848" , "http://purl.bdrc.io/resource/G2CN10913" , "bkra shis lhun po'i par khang /" ,
 "http://purl.bdrc.io/resource/MW23430" , "http://purl.bdrc.io/resource/G2CN10913" , "bkra shis lhun po'i par khang /" ,
 "http://purl.bdrc.io/resource/MW4CZ302709" , "http://purl.bdrc.io/resource/G2CN10913" , "bkra shis lhun po'i par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG11861" , "http://purl.bdrc.io/resource/G2CN10913" , "bkra shis lhun po'i par khang /" ,
 "http://purl.bdrc.io/resource/MW11128" , "http://purl.bdrc.io/resource/G2CN10913" , "bkra shis lhun po'i par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG15900" , "http://purl.bdrc.io/resource/G2CN10913" , "bkra shis lhun po'i par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG15909" , "http://purl.bdrc.io/resource/G2CN10913" , "bkra shis lhun po'i par khang /" ,
 "http://purl.bdrc.io/resource/MW2CZ8068" , "http://purl.bdrc.io/resource/G2CN10913" , "bkra shis lhun po'i par khang /" ,
 "http://purl.bdrc.io/resource/MW26741" , "http://purl.bdrc.io/resource/G3JT12581" , "ka sbug bdud 'joms zangs mdog dpal ri'i par khang /" ,
 "http://purl.bdrc.io/resource/MW2CZ10542" , "http://purl.bdrc.io/resource/G3JT12581" , "ka sbug bdud 'joms zangs mdog dpal ri'i par khang /" ,
 "http://purl.bdrc.io/resource/MW00EGS1017401" , "http://purl.bdrc.io/resource/G3JT12498" , "rong po dgon chen gyi par khang /" ,
 "http://purl.bdrc.io/resource/MW8140" , "http://purl.bdrc.io/resource/G3JT12498" , "rong po dgon chen gyi par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG12158" , "http://purl.bdrc.io/resource/G3JT12498" , "rong po dgon chen gyi par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG22083" , "http://purl.bdrc.io/resource/G3JT12498" , "rong po dgon chen gyi par khang /" ,
 "http://purl.bdrc.io/resource/MW28897" , "http://purl.bdrc.io/resource/G3JT12498" , "rong po dgon chen gyi par khang /" ,
 "http://purl.bdrc.io/resource/MW4CZ58525" , "http://purl.bdrc.io/resource/G3JT12498" , "rong po dgon chen gyi par khang /" ,
 "http://purl.bdrc.io/resource/MW2CZ8069" , "http://purl.bdrc.io/resource/G3JT12498" , "rong po dgon chen gyi par khang /" ,
 "http://purl.bdrc.io/resource/MW4CZ74204" , "http://purl.bdrc.io/resource/G3JT12498" , "rong po dgon chen gyi par khang /" ,
 "http://purl.bdrc.io/resource/MW8LS17372" , "http://purl.bdrc.io/resource/G3JT12498" , "rong po dgon chen gyi par khang /" ,
 "http://purl.bdrc.io/resource/MW30154" , "http://purl.bdrc.io/resource/G3JT12498" , "rong po dgon chen gyi par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG22372" , "http://purl.bdrc.io/resource/G3JT12498" , "rong po dgon chen gyi par khang /" ,
 "http://purl.bdrc.io/resource/MW4CZ58513" , "http://purl.bdrc.io/resource/G3JT12498" , "rong po dgon chen gyi par khang /" ,
 "http://purl.bdrc.io/resource/MW3MS109" , "http://purl.bdrc.io/resource/G3JT12498" , "rong po dgon chen gyi par khang /" ,
 "http://purl.bdrc.io/resource/MW8LS17934" , "http://purl.bdrc.io/resource/G3JT12498" , "rong po dgon chen gyi par khang /" ,
 "http://purl.bdrc.io/resource/MW9683" , "http://purl.bdrc.io/resource/G3JT12498" , "rong po dgon chen gyi par khang /" ,
 "http://purl.bdrc.io/resource/MW9748" , "http://purl.bdrc.io/resource/G3JT12498" , "rong po dgon chen gyi par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG22351" , "http://purl.bdrc.io/resource/G3JT12498" , "rong po dgon chen gyi par khang /" ,
 "http://purl.bdrc.io/resource/MW8LS76296" , "http://purl.bdrc.io/resource/G3JT12498" , "rong po dgon chen gyi par khang /" ,
 "http://purl.bdrc.io/resource/MW8LS76299" , "http://purl.bdrc.io/resource/G3JT12498" , "rong po dgon chen gyi par khang /" ,
 "http://purl.bdrc.io/resource/MW8LS76392" , "http://purl.bdrc.io/resource/G3JT12498" , "rong po dgon chen gyi par khang /" ,
 "http://purl.bdrc.io/resource/MW8LS76403" , "http://purl.bdrc.io/resource/G3JT12498" , "rong po dgon chen gyi par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG22335" , "http://purl.bdrc.io/resource/G1PD129183" , "bla brang bkra shis 'khyil par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG3999" , "http://purl.bdrc.io/resource/G1PD129183" , "bla brang bkra shis 'khyil par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG9560" , "http://purl.bdrc.io/resource/G1PD129183" , "bla brang bkra shis 'khyil par khang /" ,
 "http://purl.bdrc.io/resource/MW4CZ2710" , "http://purl.bdrc.io/resource/G1PD129183" , "bla brang bkra shis 'khyil par khang /" ,
 "http://purl.bdrc.io/resource/MW14076" , "http://purl.bdrc.io/resource/G1PD129183" , "bla brang bkra shis 'khyil par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG22379" , "http://purl.bdrc.io/resource/G1PD129183" , "bla brang bkra shis 'khyil par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG18483" , "http://purl.bdrc.io/resource/G1PD129183" , "bla brang bkra shis 'khyil par khang /" ,
 "http://purl.bdrc.io/resource/MW16139" , "http://purl.bdrc.io/resource/G1PD129183" , "bla brang bkra shis 'khyil par khang /" ,
 "http://purl.bdrc.io/resource/MW4CZ302655" , "http://purl.bdrc.io/resource/G1PD129183" , "bla brang bkra shis 'khyil par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG10788" , "http://purl.bdrc.io/resource/G1PD129183" , "bla brang bkra shis 'khyil par khang /" ,
 "http://purl.bdrc.io/resource/MW8LS16860" , "http://purl.bdrc.io/resource/G1PD129183" , "bla brang bkra shis 'khyil par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG8836" , "http://purl.bdrc.io/resource/G1PD129183" , "bla brang bkra shis 'khyil par khang /" ,
