 "placeid" , "placename" ,
 "http://purl.bdrc.io/resource/G1KR2109" , "hualin si" ,
 "http://purl.bdrc.io/resource/G1KR2109" , 花领尔寺 ,
 "http://purl.bdrc.io/resource/G1KR2095" , 三塔拉寺 ,
 "http://purl.bdrc.io/resource/G1KR2095" , "che shos ri khrod/" ,
 "http://purl.bdrc.io/resource/G1KR2095" , "che shos ri khrod bsam gtan gling" ,
 "http://purl.bdrc.io/resource/G1KR2095" , "santala si" ,
 "http://purl.bdrc.io/resource/G1KR2108" , 拉沙尕寺 ,
 "http://purl.bdrc.io/resource/G1KR2108" , "la sar dgon chung" ,
 "http://purl.bdrc.io/resource/G1KR2108" , 拉沙西纳尕寺 ,
 "http://purl.bdrc.io/resource/G1KR2108" , "lasaga si" ,
 "http://purl.bdrc.io/resource/G1KR2086" , "brag dmar che shos ri khrod/" ,
 "http://purl.bdrc.io/resource/G1KR2086" , 扎玛东寺 ,
 "http://purl.bdrc.io/resource/G1KR2086" , 扎麻洞寺 ,
 "http://purl.bdrc.io/resource/G1KR2086" , 扎玛尔东寺 ,
 "http://purl.bdrc.io/resource/G1KR2086" , "zhamadong si" ,
 "http://purl.bdrc.io/resource/G1KR2085" , 红崖沟寺 ,
 "http://purl.bdrc.io/resource/G1KR2085" , "brag dmar lung ba'i dgon pa/" ,
 "http://purl.bdrc.io/resource/G1KR2085" , "hong ne rgu zi/" ,
 "http://purl.bdrc.io/resource/G1KR2085" , "hongyagou si" ,
 "http://purl.bdrc.io/resource/G1KR2093" , "hrar kya zi/" ,
 "http://purl.bdrc.io/resource/G1KR2093" , 傻尔加寺 ,
 "http://purl.bdrc.io/resource/G1KR2093" , "sha'erjia si" ,
 "http://purl.bdrc.io/resource/G1KR2089" , 刘琦拉康 ,
 "http://purl.bdrc.io/resource/G1KR2089" , "a mes gzhi bdag lha khang" ,
 "http://purl.bdrc.io/resource/G1KR2089" , "liuqi lakang" ,
 "http://purl.bdrc.io/resource/G1KR2092" , 却康寺 ,
 "http://purl.bdrc.io/resource/G1KR2092" , "mchod khang zi/" ,
 "http://purl.bdrc.io/resource/G1KR2092" , "quekang si" ,
 "http://purl.bdrc.io/resource/G1KR2107" , 杨巴寺 ,
 "http://purl.bdrc.io/resource/G1KR2107" , "rwa khu'i g.yang 'ba'" ,
 "http://purl.bdrc.io/resource/G1KR2107" , "yangba si" ,
 "http://purl.bdrc.io/resource/G1KR2107" , 羊巴林寺 ,
 "http://purl.bdrc.io/resource/G1KR2099" , 半截沟静房 ,
 "http://purl.bdrc.io/resource/G1KR2099" , "dge 'phel chos 'khor/" ,
 "http://purl.bdrc.io/resource/G1KR2099" , "senggezong gepei qunke" ,
 "http://purl.bdrc.io/resource/G1KR2099" , 羊毛静房 ,
 "http://purl.bdrc.io/resource/G1KR2099" , "seng+ge rdzong dge 'phel chos 'khor/" ,
 "http://purl.bdrc.io/resource/G1KR2099" , "banjiegou jingfang" ,
 "http://purl.bdrc.io/resource/G1KR2099" , 僧格宗格佩群科 ,
 "http://purl.bdrc.io/resource/G1KR2099" , "yangmao jingfang" ,
 "http://purl.bdrc.io/resource/G1KR2106" , "klu rgyal lha khang" ,
 "http://purl.bdrc.io/resource/G1KR2106" , 鲁尔加寺 ,
 "http://purl.bdrc.io/resource/G1KR2106" , "lu'erjia si" ,
 "http://purl.bdrc.io/resource/G1KR2103" , 雪下洞寺 ,
 "http://purl.bdrc.io/resource/G1KR2103" , "dkar po ri khrod/" ,
 "http://purl.bdrc.io/resource/G1KR2103" , 页峡洞寺 ,
 "http://purl.bdrc.io/resource/G1KR2103" , "dkar po chos lung" ,
 "http://purl.bdrc.io/resource/G1KR2103" , "xuexia dongsi" ,
 "http://purl.bdrc.io/resource/G1KR2103" , "yexia dongsi" ,
 "http://purl.bdrc.io/resource/G1KR1204" , 觉科寺 ,
 "http://purl.bdrc.io/resource/G1KR1204" , 拉西寺 ,
 "http://purl.bdrc.io/resource/G1KR1204" , "Jueke si" ,
 "http://purl.bdrc.io/resource/G1KR2408" , 娄热寺 ,
 "http://purl.bdrc.io/resource/G1KR2408" , "lug rwa dgon/" ,
 "http://purl.bdrc.io/resource/G1KR2408" , "pad dkar chos gling" ,
 "http://purl.bdrc.io/resource/G1KR2408" , "dga' ldan chos 'phel gling" ,
 "http://purl.bdrc.io/resource/G1KR2408" , "loure si" ,
 "http://purl.bdrc.io/resource/G1KR2408" , "lug rwa dgon pad dkar chos gling" ,
 "http://purl.bdrc.io/resource/G1KR2408" , "lug rwa dgon dga' ldan chos 'phel gling" ,
 "http://purl.bdrc.io/resource/G4880" , "rngod/" ,
 "http://purl.bdrc.io/resource/G1GS145759" , "was shul rdo khog dgon pa/" ,
 "http://purl.bdrc.io/resource/G1GS145759" , "rdo khog dgon pa (wa shul)" ,
 "http://purl.bdrc.io/resource/G3684" , "stag bzang dgon/" ,
 "http://purl.bdrc.io/resource/G3685" , "lhas mtsho dgon/" ,
 "http://purl.bdrc.io/resource/G868" , "ngom stod/" ,
 "http://purl.bdrc.io/resource/G868" , "ngam stod/" ,
 "http://purl.bdrc.io/resource/G4754" , "ha dhe dgon/" ,
 "http://purl.bdrc.io/resource/G2224" , "yi bsti dgon/" ,
 "http://purl.bdrc.io/resource/G3555" , "Darding Sergo Tramo" ,
 "http://purl.bdrc.io/resource/G3555" , "dar sding gser sgo khra mo/" ,
 "http://purl.bdrc.io/resource/G3555" , 色果查姆寺 ,
 "http://purl.bdrc.io/resource/G3555" , "dar sdings gser sgo khra mo/" ,
 "http://purl.bdrc.io/resource/G3555" , "dar ldings gser sgo khra mo/" ,
 "http://purl.bdrc.io/resource/G3555" , "bzhad dpal ldan dar lding gser sgo khra mo/" ,
 "http://purl.bdrc.io/resource/G3555" , "seguo chamu si" ,
 "http://purl.bdrc.io/resource/G3689" , "gnam rkes dgon/" ,
 "http://purl.bdrc.io/resource/G1KR1466" , "Tozik" ,
 "http://purl.bdrc.io/resource/G1KR1466" , "stod gzigs dgon/" ,
 "http://purl.bdrc.io/resource/G1KR1466" , 堆西寺 ,
 "http://purl.bdrc.io/resource/G1KR1466" , "stod gzigs_[?]" ,
 "http://purl.bdrc.io/resource/G1KR1466" , "tuixi si" ,
 "http://purl.bdrc.io/resource/G1KR1334" , 达海寺 ,
 "http://purl.bdrc.io/resource/G1KR1334" , "Dahai si" ,
 "http://purl.bdrc.io/resource/G1KR1334" , "Qiongcang si" ,
 "http://purl.bdrc.io/resource/G1KR1334" , 琼仓寺 ,
 "http://purl.bdrc.io/resource/G2227" , "gser ti dgon pa/" ,
 "http://purl.bdrc.io/resource/G3559" , "byin mthu shang (bzhad mthong smon)" ,
 "http://purl.bdrc.io/resource/G1KR1209" , 左古寺 ,
 "http://purl.bdrc.io/resource/G1KR1209" , 拉帕寺 ,
 "http://purl.bdrc.io/resource/G1KR1209" , "Zuogu si" ,
 "http://purl.bdrc.io/resource/G1KR1209" , "Lapa si" ,
 "http://purl.bdrc.io/resource/G3427" , "rlan chu shang ('bri ru rdzong)" ,
 "http://purl.bdrc.io/resource/G3391" , "rwa khyim dgon/" ,
 "http://purl.bdrc.io/resource/G3391" , "dar rgyas gling" ,
 "http://purl.bdrc.io/resource/G3391" , "rwa khyim dgon dar rgyas gling" ,
 "http://purl.bdrc.io/resource/G3390" , "'gom dgon gsar dgon/" ,
 "http://purl.bdrc.io/resource/G3390" , "'gom dgon gsar dgon chos 'khor byams pa gling" ,
 "http://purl.bdrc.io/resource/G3390" , "chos 'khor byams pa gling" ,
 "http://purl.bdrc.io/resource/G3390" , "'bri ru dgon gsar dgon/" ,
 "http://purl.bdrc.io/resource/G1KR2402" , "bde chen ri khrod/" ,
 "http://purl.bdrc.io/resource/G1KR2402" , 满丛德庆寺 ,
 "http://purl.bdrc.io/resource/G1KR2402" , "mancong deqing si" ,
 "http://purl.bdrc.io/resource/G1KR1338" , 根萨寺 ,
 "http://purl.bdrc.io/resource/G1KR1338" , "Weise si" ,
 "http://purl.bdrc.io/resource/G1KR1338" , 嘎托镇普拉村根萨寺 ,
 "http://purl.bdrc.io/resource/G1KR1338" , 维色寺 ,
 "http://purl.bdrc.io/resource/G1KR1338" , "Gensa si" ,
 "http://purl.bdrc.io/resource/G4626" , "chos sde dgon/" ,
 "http://purl.bdrc.io/resource/G4626" , 曲德寺 ,
 "http://purl.bdrc.io/resource/G4626" , 洛扎县曲德寺 ,
 "http://purl.bdrc.io/resource/G4626" , "rdo gling grwa tshang" ,
 "http://purl.bdrc.io/resource/G4626" , "rdo snying gling" ,
 "http://purl.bdrc.io/resource/G4626" , "Chode" ,
 "http://purl.bdrc.io/resource/G4626" , "Chode" ,
 "http://purl.bdrc.io/resource/G1PD95967" , "mi nyag ri khrod/" ,
 "http://purl.bdrc.io/resource/G1PD95967" , 石城寺 ,
 "http://purl.bdrc.io/resource/G1PD95967" , 石城静房 ,
 "http://purl.bdrc.io/resource/G1PD95967" , "shicheng si" ,
 "http://purl.bdrc.io/resource/G3CN169" , "skungs/" ,
 "http://purl.bdrc.io/resource/G1KR1043" , "zha zhi dgon/" ,
 "http://purl.bdrc.io/resource/G1KR1043" , 夏西寺 ,
 "http://purl.bdrc.io/resource/G1KR1043" , 东宗寺 ,
 "http://purl.bdrc.io/resource/G1KR1043" , "dongzong si" ,
 "http://purl.bdrc.io/resource/G1KR1043" , "xiaxi si" ,
 "http://purl.bdrc.io/resource/G1KR1043" , 歇西寺 ,
 "http://purl.bdrc.io/resource/G1KR1043" , "xiexi si" ,
 "http://purl.bdrc.io/resource/G2376" , 江达县 ,
 "http://purl.bdrc.io/resource/G2376" , "Joda County" ,
 "http://purl.bdrc.io/resource/G2376" , "'jo mda' rdzong" ,
 "http://purl.bdrc.io/resource/G2376" , "sde dge 'jo mda'" ,
 "http://purl.bdrc.io/resource/G2376" , "jiangda xian" ,
 "http://purl.bdrc.io/resource/G1KR1175" , "bya ze yang rdzong dgon/" ,
 "http://purl.bdrc.io/resource/G1KR1175" , 夏色拥宗寺 ,
 "http://purl.bdrc.io/resource/G1KR1175" , "xiase yongzhong si" ,
 "http://purl.bdrc.io/resource/G1KR1175" , 下色拥中寺 ,
 "http://purl.bdrc.io/resource/G1KR1175" , "xiase yongzong si" ,
 "http://purl.bdrc.io/resource/G1KR1175" , "khyung ser gdan sa bya ze yang rdzong dgon/" ,
 "http://purl.bdrc.io/resource/G1KR1175" , "yang rdzong dgon/" ,
 "http://purl.bdrc.io/resource/G1KR2112" , 金佛寺 ,
 "http://purl.bdrc.io/resource/G1KR2112" , "dga' ldan bstan rgyas gling" ,
 "http://purl.bdrc.io/resource/G1KR2112" , "jinfo si" ,
 "http://purl.bdrc.io/resource/G1KR2112" , "chenghui si" ,
 "http://purl.bdrc.io/resource/G1KR2112" , 承惠寺 ,
 "http://purl.bdrc.io/resource/G1KR2112" , "cing ho zi/" ,
 "http://purl.bdrc.io/resource/G1KR1041" , 东宗寺 ,
 "http://purl.bdrc.io/resource/G1KR1041" , "Dongzong si" ,
 "http://purl.bdrc.io/resource/G1KR1041" , 益嘎寺 ,
 "http://purl.bdrc.io/resource/G1KR1041" , "Yiga si" ,
 "http://purl.bdrc.io/resource/G1KR2246" , 广福寺 ,
 "http://purl.bdrc.io/resource/G1KR2246" , "kong h+phu zi/" ,
 "http://purl.bdrc.io/resource/G1KR2246" , 庄子沟寺 ,
 "http://purl.bdrc.io/resource/G1KR2246" , 光福寺 ,
 "http://purl.bdrc.io/resource/G1KR2246" , "guangfu si" ,
 "http://purl.bdrc.io/resource/G1KR2246" , "zhuangzigou si" ,
 "http://purl.bdrc.io/resource/G1PD96101" , "dgon lung rdzong" ,
 "http://purl.bdrc.io/resource/G1PD96101" , 互助县 ,
 "http://purl.bdrc.io/resource/G1PD96101" , "Gonlung" ,
 "http://purl.bdrc.io/resource/G1PD96101" , "huzhu xian" ,
 "http://purl.bdrc.io/resource/G1KR2116" , "ra la'i ri khrod/" ,
 "http://purl.bdrc.io/resource/G1KR2116" , 上拉拉寺 ,
 "http://purl.bdrc.io/resource/G1KR2116" , "shanglala si" ,
 "http://purl.bdrc.io/resource/G1PD96063" , "hri dgu zi/" ,
 "http://purl.bdrc.io/resource/G1PD96063" , 石沟寺 ,
 "http://purl.bdrc.io/resource/G1PD96063" , 石沟寺 ,
 "http://purl.bdrc.io/resource/G1PD96063" , "shi gou si" ,
 "http://purl.bdrc.io/resource/G1PD96063" , "shigou si" ,
 "http://purl.bdrc.io/resource/G2LS525" , "nam mkha' khyung rdzong" ,
 "http://purl.bdrc.io/resource/G4733" , "Jad" ,
 "http://purl.bdrc.io/resource/G4733" , "'byad lung pa/" ,
 "http://purl.bdrc.io/resource/G4733" , "'jad/" ,
 "http://purl.bdrc.io/resource/G4733" , "bzhad/" ,
 "http://purl.bdrc.io/resource/G1KR1049" , 康果寺 ,
 "http://purl.bdrc.io/resource/G1KR1049" , 斯佐钦寺 ,
 "http://purl.bdrc.io/resource/G1KR1049" , "Sizuoqin si" ,
 "http://purl.bdrc.io/resource/G1KR1049" , "Kangguo si" ,
 "http://purl.bdrc.io/resource/G1KR1048" , "tshe ring dgon/" ,
 "http://purl.bdrc.io/resource/G1KR1048" , 次仁寺 ,
 "http://purl.bdrc.io/resource/G1KR1048" , 巴钦寺 ,
 "http://purl.bdrc.io/resource/G1KR1048" , "Ciren si" ,
 "http://purl.bdrc.io/resource/G1KR1048" , "Baqin si" ,
 "http://purl.bdrc.io/resource/G3412" , "yangs pa can khul/" ,
 "http://purl.bdrc.io/resource/G1KR2373" , 岗察寺 ,
 "http://purl.bdrc.io/resource/G1KR2373" , "ya rdzi'i rkang tsha dgon pa/" ,
 "http://purl.bdrc.io/resource/G1KR2373" , "rkang tsha dgon pa/" ,
 "http://purl.bdrc.io/resource/G1KR2373" , "gangcha si" ,
 "http://purl.bdrc.io/resource/G1KR2373" , 刚擦寺 ,
 "http://purl.bdrc.io/resource/G1KR2373" , "gangca si" ,
 "http://purl.bdrc.io/resource/G3581" , "lung dmar shang (rgyal rtse rdzong)" ,
 "http://purl.bdrc.io/resource/G1KR2114" , "zi na'i la sar ri khrod/" ,
 "http://purl.bdrc.io/resource/G1KR2114" , 拉沙上静房 ,
 "http://purl.bdrc.io/resource/G1KR2114" , "lashashang jingfang" ,
 "http://purl.bdrc.io/resource/G1KR2113" , 奔巴尔静房 ,
 "http://purl.bdrc.io/resource/G1KR2113" , "bum pa ri khrod/" ,
 "http://purl.bdrc.io/resource/G1KR2113" , "benba'er jingfang" ,
 "http://purl.bdrc.io/resource/G1KR2119" , 新寺 ,
 "http://purl.bdrc.io/resource/G1KR2119" , "mda' bzhi'i dgon gsar/" ,
 "http://purl.bdrc.io/resource/G1KR2119" , "dgon pa so ma/" ,
 "http://purl.bdrc.io/resource/G1KR2119" , "mda' bzhi'i dgon gsar rnam rgyal gling" ,
 "http://purl.bdrc.io/resource/G1KR2119" , "xin si" ,
 "http://purl.bdrc.io/resource/G1KR2117" , 拉卓奈寺 ,
 "http://purl.bdrc.io/resource/G1KR2117" , "la grol ne zi/" ,
 "http://purl.bdrc.io/resource/G1KR2117" , 拉拉卓奈寺 ,
 "http://purl.bdrc.io/resource/G1KR2117" , 拉桌奈寺 ,
 "http://purl.bdrc.io/resource/G1KR2118" , 新寺 ,
 "http://purl.bdrc.io/resource/G1KR2118" , "mda' bzhi'i dgon gsar/" ,
 "http://purl.bdrc.io/resource/G1KR2118" , "dgon pa so ma'am mda' bzhi'i dgon gsar rnam rgyal gling" ,
 "http://purl.bdrc.io/resource/G1KR2118" , "dgon pa so ma/" ,
 "http://purl.bdrc.io/resource/G1KR2118" , "mda' bzhi'i dgon gsar rnam rgyal gling" ,
 "http://purl.bdrc.io/resource/G1KR2118" , "xin si" ,
 "http://purl.bdrc.io/resource/G1KR2120" , 扎藏寺 ,
 "http://purl.bdrc.io/resource/G1KR2120" , "stong skor grwa tshang dgon/" ,
 "http://purl.bdrc.io/resource/G1KR2120" , "Dratsang Monastery" ,
 "http://purl.bdrc.io/resource/G1KR2120" , "grwa tshang dgon dga' ldan chos 'khor gling" ,
 "http://purl.bdrc.io/resource/G1KR2120" , "dga' ldan chos 'khor gling" ,
 "http://purl.bdrc.io/resource/G1KR2120" , "zhazang juxi falunzhou" ,
 "http://purl.bdrc.io/resource/G1KR2120" , "zhazang si" ,
 "http://purl.bdrc.io/resource/G1KR2120" , 扎藏具喜法轮洲 ,
 "http://purl.bdrc.io/resource/G1KR1178" , "ri dmar dgon/" ,
 "http://purl.bdrc.io/resource/G1KR1178" , 日玛噶桑林寺 ,
 "http://purl.bdrc.io/resource/G1KR1178" , 热玛寺 ,
 "http://purl.bdrc.io/resource/G1KR1178" , "rima gasanglin si" ,
 "http://purl.bdrc.io/resource/G1KR1178" , "rema si" ,
 "http://purl.bdrc.io/resource/G1KR1045" , 多顶寺 ,
 "http://purl.bdrc.io/resource/G1KR1045" , 达龙寺 ,
 "http://purl.bdrc.io/resource/G1KR1045" , "Duoding si" ,
 "http://purl.bdrc.io/resource/G1KR1045" , "Dalong si" ,
 "http://purl.bdrc.io/resource/G1KR760" , ? ,
 "http://purl.bdrc.io/resource/G1KR760" , "su lu ri khrod/" ,
 "http://purl.bdrc.io/resource/G1KR760" , "Sulu Erche" ,
 "http://purl.bdrc.io/resource/G3583" , "rgyal rtse grong rdal/" ,
 "http://purl.bdrc.io/resource/G1KR763" , ? ,
 "http://purl.bdrc.io/resource/G1KR763" , "yu bi ri khrod/" ,
 "http://purl.bdrc.io/resource/G1KR763" , "yu bi ri khrod_[?]" ,
 "http://purl.bdrc.io/resource/G1KR763" , "Yubi Erche" ,
 "http://purl.bdrc.io/resource/G1KR762" , 仁江衮 ,
 "http://purl.bdrc.io/resource/G1KR762" , "Renjiang Gun" ,
 "http://purl.bdrc.io/resource/G3584" , "myang chu/" ,
 "http://purl.bdrc.io/resource/G3584" , 年楚河 ,
 "http://purl.bdrc.io/resource/G3584" , "myang chu gtsang po/" ,
 "http://purl.bdrc.io/resource/G3584" , "nyang chu/" ,
 "http://purl.bdrc.io/resource/G3584" , "nianchu he" ,
 "http://purl.bdrc.io/resource/G3584" , "nyang chab/" ,
 "http://purl.bdrc.io/resource/G1KR1872" , 扎西绕登寺 ,
 "http://purl.bdrc.io/resource/G1KR1872" , "bkra shis rab brtan dgon/" ,
 "http://purl.bdrc.io/resource/G1KR1872" , 扎绕寺/尕玛日扎绕登寺 ,
 "http://purl.bdrc.io/resource/G1KR1872" , "zhaxi raodeng si" ,
 "http://purl.bdrc.io/resource/G1KR1872" , "zharao si/gamari zharaodeng si" ,
 "http://purl.bdrc.io/resource/G1KR1872" , "bkra rab dgon/" ,
 "http://purl.bdrc.io/resource/G1KR1873" , 羌纳寺 ,
 "http://purl.bdrc.io/resource/G3585" , "gro mo smad shang (gro mo)" ,
 "http://purl.bdrc.io/resource/G1KR764" , 康坞寺 ,
 "http://purl.bdrc.io/resource/G1KR764" , "khe 'ong dgon" ,
 "http://purl.bdrc.io/resource/G1KR764" , 康乌大寺 ,
 "http://purl.bdrc.io/resource/G1KR764" , "Kangwu si" ,
 "http://purl.bdrc.io/resource/G1KR764" , "bde ba can bsod nams dar rgyas gling" ,
 "http://purl.bdrc.io/resource/G1KR764" , "khe 'ong bde ba can bsod nams dar rgyas gling" ,
 "http://purl.bdrc.io/resource/G1KR764" , 康坞大寺 ,
 "http://purl.bdrc.io/resource/G1KR764" , "Kangwu dasi" ,
 "http://purl.bdrc.io/resource/G3586" , "sger ru shang (gro mo)" ,
 "http://purl.bdrc.io/resource/G1KR1859" , 喇嘛岭寺 ,
 "http://purl.bdrc.io/resource/G1KR1859" , "bla ma gling dgon/" ,
 "http://purl.bdrc.io/resource/G1KR1859" , 喇嘛林寺 ,
 "http://purl.bdrc.io/resource/G1KR1859" , 喇嘛宁寺 ,
 "http://purl.bdrc.io/resource/G1KR1859" , "lamaling si" ,
 "http://purl.bdrc.io/resource/G1KR1856" , 大卓萨寺 ,
 "http://purl.bdrc.io/resource/G1KR1856" , "stag bro dgon/" ,
 "http://purl.bdrc.io/resource/G1KR1856" , "dazhuosa si" ,
 "http://purl.bdrc.io/resource/G4361" , "rtse lha rdzong" ,
 "http://purl.bdrc.io/resource/G1KR1861" , 贡日登寺 ,
 "http://purl.bdrc.io/resource/G1KR1861" , "Gongrideng si" ,
 "http://purl.bdrc.io/resource/G1438" , 第穆寺 ,
 "http://purl.bdrc.io/resource/G1438" , "kong po de mo dgon/" ,
 "http://purl.bdrc.io/resource/G1438" , 德木寺 ,
 "http://purl.bdrc.io/resource/G1438" , "kong po de mo/" ,
 "http://purl.bdrc.io/resource/G1438" , "demu si" ,
 "http://purl.bdrc.io/resource/G1438" , 德穆寺 ,
 "http://purl.bdrc.io/resource/G1438" , "dimu si" ,
 "http://purl.bdrc.io/resource/G1KR1862" , 多吉乌宗寺 ,
 "http://purl.bdrc.io/resource/G1KR1862" , "Duojiwuzong si" ,
 "http://purl.bdrc.io/resource/G1KR1860" , 朱曲点寺 ,
 "http://purl.bdrc.io/resource/G1KR1860" , "Zhuqudian si" ,
 "http://purl.bdrc.io/resource/G4502" , "rdzong chung steng dgon/" ,
 "http://purl.bdrc.io/resource/G4786" , "kA la ri sde/" ,
 "http://purl.bdrc.io/resource/G4786" , "kA la ri dgon sde bkra shis lhun grub/" ,
 "http://purl.bdrc.io/resource/G4786" , "bkra shis lhun grub(rong bo)" ,
 "http://purl.bdrc.io/resource/G3454" , "brag rtogs dgon/" ,
 "http://purl.bdrc.io/resource/G4520" , 丁青日追寺 ,
 "http://purl.bdrc.io/resource/G4520" , "Tengchen Hermitage" ,
 "http://purl.bdrc.io/resource/G4520" , "steng chen ri khrod/" ,
 "http://purl.bdrc.io/resource/G4520" , "dingqing zhen rizhui si" ,
 "http://purl.bdrc.io/resource/G4520" , 丁青镇日追寺 ,
 "http://purl.bdrc.io/resource/G4520" , "dingqing rizhui si" ,
 "http://purl.bdrc.io/resource/G2257" , "'go 'dzugs dgon/" ,
 "http://purl.bdrc.io/resource/G3455" , "rab brtan dgon/" ,
 "http://purl.bdrc.io/resource/G1KR638" , 约若寺 ,
 "http://purl.bdrc.io/resource/G1KR638" , "yag 'u dgon/" ,
 "http://purl.bdrc.io/resource/G1KR638" , "yue ruo si" ,
 "http://purl.bdrc.io/resource/G2LS524" , "dkar dung dga' ldan lha khang" ,
 "http://purl.bdrc.io/resource/G2LS524" , 嘎东寺 ,
 "http://purl.bdrc.io/resource/G2LS524" , "dkar dung dga' ldan lha khang" ,
 "http://purl.bdrc.io/resource/G3459" , "chums mda' rgyud khang" ,
 "http://purl.bdrc.io/resource/G3040" , "mchums mda' shang (stag rtse rdzong)" ,
 "http://purl.bdrc.io/resource/G3040" , "chums mda' shang (stag rtse rdzong)" ,
 "http://purl.bdrc.io/resource/G3291" , "dung dkar shang (snye mo rdzong)" ,
 "http://purl.bdrc.io/resource/G3602" , "snye mo ma chu/" ,
 "http://purl.bdrc.io/resource/G3295" , "gu ru dgon/" ,
 "http://purl.bdrc.io/resource/G3295" , "snye mo gu ru dgon/" ,
 "http://purl.bdrc.io/resource/G4436" , "chos sding dgon/" ,
 "http://purl.bdrc.io/resource/G4416" , "lha bu dgon/" ,
 "http://purl.bdrc.io/resource/G3283" , "kha ru shang (snye mo rdzong)" ,
 "http://purl.bdrc.io/resource/G3283" , "mkha' ru (snye mo)" ,
 "http://purl.bdrc.io/resource/G4444" , "dga' sbom dgon pa/" ,
 "http://purl.bdrc.io/resource/G4439" , "rgyal mtshan gling" ,
 "http://purl.bdrc.io/resource/G4424" , "kha rag dgon chung" ,
 "http://purl.bdrc.io/resource/G4404" , "mtha' ser dgon/" ,
 "http://purl.bdrc.io/resource/G4430" , "byams tshal dgon/" ,
 "http://purl.bdrc.io/resource/G4410" , "dgon pa byang" ,
 "http://purl.bdrc.io/resource/G4408" , "rjes mdo dgon/" ,
 "http://purl.bdrc.io/resource/G3301" , "dben sgo dgon/" ,
 "http://purl.bdrc.io/resource/G3301" , "snye mo dben sgo dgon/" ,
 "http://purl.bdrc.io/resource/G3298" , "rta'u dgon/" ,
 "http://purl.bdrc.io/resource/G3298" , "snye mo rta'u dgon/" ,
 "http://purl.bdrc.io/resource/G3304" , "da thar dgon (snye mo rdzong)" ,
 "http://purl.bdrc.io/resource/G3304" , "nye mo da thar dgon/" ,
 "http://purl.bdrc.io/resource/G3286" , "gzhu phu shang (snye mo rdzong)" ,
 "http://purl.bdrc.io/resource/G3308" , "sgang phu dgon/" ,
 "http://purl.bdrc.io/resource/G3595" , "gdong mkhar shang (snye mo)" ,
 "http://purl.bdrc.io/resource/G4412" , "bon po lung dgon/" ,
 "http://purl.bdrc.io/resource/G3601" , "gzhu chu/" ,
 "http://purl.bdrc.io/resource/G4435" , "chos lung dgon/" ,
 "http://purl.bdrc.io/resource/G4400" , "dbon phug dgon pa/" ,
 "http://purl.bdrc.io/resource/G4419" , "rta 'ur dgon/" ,
 "http://purl.bdrc.io/resource/G4419" , "gzhu gsang sngags mchog grub gling" ,
 "http://purl.bdrc.io/resource/G4423" , "yang dgon/" ,
 "http://purl.bdrc.io/resource/G4423" , "lha ri dgon/" ,
 "http://purl.bdrc.io/resource/G3309" , "'gro ba'i mchod rten/" ,
 "http://purl.bdrc.io/resource/G3309" , "Drowa" ,
 "http://purl.bdrc.io/resource/G3309" , 卓瓦曲典寺 ,
 "http://purl.bdrc.io/resource/G3309" , "'gro ba mchod rten/" ,
 "http://purl.bdrc.io/resource/G3309" , "zhuowa qudian si" ,
 "http://purl.bdrc.io/resource/G3290" , "gzhu smad shang (snye mo rdzong)" ,
 "http://purl.bdrc.io/resource/G4403" , "stag chen dgon/" ,
 "http://purl.bdrc.io/resource/G3294" , "gzhu nang" ,
 "http://purl.bdrc.io/resource/G3294" , "gzhu'i nang" ,
 "http://purl.bdrc.io/resource/G3597" , "dar grong grong rdal (snye mo rdzong)" ,
 "http://purl.bdrc.io/resource/G3297" , "dbu chu dgon/" ,
 "http://purl.bdrc.io/resource/G3297" , "snye mo dbu chu dgon/" ,
 "http://purl.bdrc.io/resource/G4438" , "brag dgon/" ,
 "http://purl.bdrc.io/resource/G3285" , "rab rgyas dgon/" ,
 "http://purl.bdrc.io/resource/G3285" , "snye mo rab rgyas dgon/" ,
 "http://purl.bdrc.io/resource/G4426" , "ri steng dgon/" ,
 "http://purl.bdrc.io/resource/G4406" , "bsam gtan yang rtse dgon/" ,
 "http://purl.bdrc.io/resource/G3594" , "brag skor shang (snye mo)" ,
 "http://purl.bdrc.io/resource/G4432" , "rkyang mo dgon/" ,
