 "placeid" , "placename" ,
 "http://purl.bdrc.io/resource/G1KR157" , "rtag brtan dgon/" ,
 "http://purl.bdrc.io/resource/G1KR157" , "gongerma si" ,
 "http://purl.bdrc.io/resource/G1KR157" , 贡尕玛寺 ,
 "http://purl.bdrc.io/resource/G1KR157" , "mdo smad rtag brtan dam chos gling" ,
 "http://purl.bdrc.io/resource/G1KR157" , "dgon 'gab ma tshang" ,
 "http://purl.bdrc.io/resource/G1KR167" , 拱巴拉卡寺 ,
 "http://purl.bdrc.io/resource/G1KR167" , "sgom pa la kha dgon/" ,
 "http://purl.bdrc.io/resource/G1KR167" , 图登雪珠林 ,
 "http://purl.bdrc.io/resource/G1KR167" , "sgom pa la kha thub bstan bshad sgrub gling" ,
 "http://purl.bdrc.io/resource/G1KR167" , "bsam 'grub nor bu'i gling)" ,
 "http://purl.bdrc.io/resource/G1KR167" , 拱坝拉卡寺 ,
 "http://purl.bdrc.io/resource/G1KR167" , "gongba laka si" ,
 "http://purl.bdrc.io/resource/G1KR140" , 上扎西曲林寺 ,
 "http://purl.bdrc.io/resource/G1KR140" , "bkra shis chos gling gong ma/" ,
 "http://purl.bdrc.io/resource/G1KR140" , "bkra shis chos gling (dgon gong ma)" ,
 "http://purl.bdrc.io/resource/G1KR140" , "shang zhaxi qulin si" ,
 "http://purl.bdrc.io/resource/G1KR143" , "rlan dbu dgon/" ,
 "http://purl.bdrc.io/resource/G1KR143" , 兰窝寺 ,
 "http://purl.bdrc.io/resource/G1KR143" , "Lan wo si" ,
 "http://purl.bdrc.io/resource/G1KR153" , "we dgon/" ,
 "http://purl.bdrc.io/resource/G1KR153" , 热寺 ,
 "http://purl.bdrc.io/resource/G1KR153" , "bkra shis phun tshogs rnam rgyal gling" ,
 "http://purl.bdrc.io/resource/G1KR153" , "re si" ,
 "http://purl.bdrc.io/resource/G1KR153" , "we dgon bkra shis phun tshogs rnam rgyal gling" ,
 "http://purl.bdrc.io/resource/G1KR150" , "grub 'dzar dgon/" ,
 "http://purl.bdrc.io/resource/G1KR150" , 周扎寺 ,
 "http://purl.bdrc.io/resource/G1KR150" , "Zhou zha si" ,
 "http://purl.bdrc.io/resource/G1KR150" , "gsang chen gter mdzod gling" ,
 "http://purl.bdrc.io/resource/G1KR150" , 周扎寺 ,
 "http://purl.bdrc.io/resource/G1KR150" , "grub 'dzar dgon gsang chen gter mdzod gling" ,
 "http://purl.bdrc.io/resource/G1KR146" , "'dzam thang sku 'bum dgon/" ,
 "http://purl.bdrc.io/resource/G1KR146" , 帐房寺 ,
 "http://purl.bdrc.io/resource/G1KR146" , "sku 'bum dgon/" ,
 "http://purl.bdrc.io/resource/G1KR146" , 章乓寺 ,
 "http://purl.bdrc.io/resource/G1KR146" , "zhangpang si" ,
 "http://purl.bdrc.io/resource/G1KR146" , "zhangbing si" ,
 "http://purl.bdrc.io/resource/G1KR146" , "phyogs las rnam par rgyal ba'i sku 'bum dgon/" ,
 "http://purl.bdrc.io/resource/G1KR148" , "yid dwangs dgon/" ,
 "http://purl.bdrc.io/resource/G1KR148" , 依东寺 ,
 "http://purl.bdrc.io/resource/G1KR148" , "gsang sngags rab brtan gling" ,
 "http://purl.bdrc.io/resource/G1KR148" , "yid dwangs gsang sngags rab brtan gling" ,
 "http://purl.bdrc.io/resource/G1KR148" , "yidong si" ,
 "http://purl.bdrc.io/resource/G1KR160" , "a sug dgon pa/" ,
 "http://purl.bdrc.io/resource/G1KR160" , 阿诗玛寺 ,
 "http://purl.bdrc.io/resource/G1KR160" , "ashima si" ,
 "http://purl.bdrc.io/resource/G1KR160" , "thub bstan mdo sngags bshad sgrub dar rgyas gling" ,
 "http://purl.bdrc.io/resource/G1KR160" , "a sug thub bstan mdo sngags bshad sgrub dar rgyas gling" ,
 "http://purl.bdrc.io/resource/G1KR156" , "bar gdong dgon/" ,
 "http://purl.bdrc.io/resource/G1KR156" , 瓦东寺 ,
 "http://purl.bdrc.io/resource/G1KR156" , "bde chen gling" ,
 "http://purl.bdrc.io/resource/G1KR156" , "wadong si" ,
 "http://purl.bdrc.io/resource/G1KR156" , 哇冬寺 ,
 "http://purl.bdrc.io/resource/G1KR156" , "bar gdong dgon bde chen gling" ,
 "http://purl.bdrc.io/resource/G1KR159" , 西琼寺 ,
 "http://purl.bdrc.io/resource/G1KR159" , "gsang sngags shugs 'byung gling" ,
 "http://purl.bdrc.io/resource/G1KR159" , "Shukjung Monastery" ,
 "http://purl.bdrc.io/resource/G1KR159" , "mdo sngags thub bstan bshad sgrub gling" ,
 "http://purl.bdrc.io/resource/G1KR159" , 西群寺 ,
 "http://purl.bdrc.io/resource/G1KR159" , "xiqiong si" ,
 "http://purl.bdrc.io/resource/G1KR159" , "xiqun si" ,
 "http://purl.bdrc.io/resource/G1KR142" , "gor dbu dgon/" ,
 "http://purl.bdrc.io/resource/G1KR142" , 果尔莫寺 ,
 "http://purl.bdrc.io/resource/G1KR142" , "Guo er mo si" ,
 "http://purl.bdrc.io/resource/G1KR145" , ? ,
 "http://purl.bdrc.io/resource/G1KR145" , "ut+pal dgon/" ,
 "http://purl.bdrc.io/resource/G1KR145" , "dbo ba dgon/" ,
 "http://purl.bdrc.io/resource/G1KR145" , "aut pal dgon/" ,
 "http://purl.bdrc.io/resource/G4938" , "'dzi srib bkra shis chos sde/" ,
 "http://purl.bdrc.io/resource/G4938" , 日索寺 ,
 "http://purl.bdrc.io/resource/G4938" , "'dzi srib bkra shis chos sde/" ,
 "http://purl.bdrc.io/resource/G4938" , 日梭寺 ,
 "http://purl.bdrc.io/resource/G4938" , "Ri suo si" ,
 "http://purl.bdrc.io/resource/G1KR155" , 曾克寺 ,
 "http://purl.bdrc.io/resource/G1KR155" , "sras mkhar dgon/" ,
 "http://purl.bdrc.io/resource/G1KR155" , "gtsug na dgon/" ,
 "http://purl.bdrc.io/resource/G1KR155" , "semukaer/gongzi ta" ,
 "http://purl.bdrc.io/resource/G1KR155" , 色木卡尔/公子塔 ,
 "http://purl.bdrc.io/resource/G1KR155" , "zengke si" ,
 "http://purl.bdrc.io/resource/G1006" , "dor shul khyung gshog" ,
 "http://purl.bdrc.io/resource/G1006" , "dpa' ris dor shul khyung gshog" ,
 "http://purl.bdrc.io/resource/G1006" , "dor shul khyung gshog(dpal ris rdzong )" ,
 "http://purl.bdrc.io/resource/G1KR1936" , 岔道尔寺 ,
 "http://purl.bdrc.io/resource/G1KR1936" , "tsha rdor dgon/" ,
 "http://purl.bdrc.io/resource/G1KR1936" , "Tshador Gon" ,
 "http://purl.bdrc.io/resource/G1KR1936" , "tsha rdor dgon bkra shis byams pa rnam rgyal gling" ,
 "http://purl.bdrc.io/resource/G1KR1936" , 扎西贤巴南杰林 ,
 "http://purl.bdrc.io/resource/G1KR1936" , "zhaxi xianba nanjielin" ,
 "http://purl.bdrc.io/resource/G1KR1936" , "chadao-er si" ,
 "http://purl.bdrc.io/resource/G4873" , "chu bo zhang" ,
 "http://purl.bdrc.io/resource/G1KR1312" , 拉康寺 ,
 "http://purl.bdrc.io/resource/G1KR1312" , 措瓦乡拉康寺 ,
 "http://purl.bdrc.io/resource/G1KR1312" , "Lakang si" ,
 "http://purl.bdrc.io/resource/G1KR2510" , 夸力亥寺 ,
 "http://purl.bdrc.io/resource/G1KR2510" , "mkhon lhas mtshams khang" ,
 "http://purl.bdrc.io/resource/G1KR2510" , "mkhan lhas mtshams khang" ,
 "http://purl.bdrc.io/resource/G1KR2510" , 年乃亥参康 ,
 "http://purl.bdrc.io/resource/G1KR2510" , "kualihai si" ,
 "http://purl.bdrc.io/resource/G3403" , "glang thang shang ('phan po lhun grub rdzong)" ,
 "http://purl.bdrc.io/resource/G3669" , "phag zhal/" ,
 "http://purl.bdrc.io/resource/G1KR4" , "stag btegs dgon/" ,
 "http://purl.bdrc.io/resource/G1KR4" , 宝殿寺 ,
 "http://purl.bdrc.io/resource/G1KR4" , 杂谷脑宝殿寺 ,
 "http://purl.bdrc.io/resource/G1KR4" , "Bao dian si" ,
 "http://purl.bdrc.io/resource/G1KR5" , "kaH thog bsam gtan dgon/" ,
 "http://purl.bdrc.io/resource/G1KR5" , 禅单寺 ,
 "http://purl.bdrc.io/resource/G1KR5" , 米亚罗禅单寺 ,
 "http://purl.bdrc.io/resource/G1KR5" , 禅丹寺 ,
 "http://purl.bdrc.io/resource/G1KR5" , "chadan si" ,
 "http://purl.bdrc.io/resource/G1KR5" , "miyaluo chadan si" ,
 "http://purl.bdrc.io/resource/G2CN10948" , "bsam gtan dgon/" ,
 "http://purl.bdrc.io/resource/G2CN10948" , 桑丹寺 ,
 "http://purl.bdrc.io/resource/G2CN10948" , "Sang dan si" ,
 "http://purl.bdrc.io/resource/G2CN10948" , 桑丹寺 ,
 "http://purl.bdrc.io/resource/G2CN10948" , "sang dan si" ,
 "http://purl.bdrc.io/resource/G2CN10948" , "lis rdzong bsam gtan dgon/" ,
 "http://purl.bdrc.io/resource/G2CN10948" , "桑丹寺 该寺在 宗教史要 各县寺院单 (p203)中注明位于该县夹壁乡 - 在正式的介绍里 - 桑丹寺位于上孟乡 - 根据地名录 - 桑丹寺应位于上孟乡." ,
 "http://purl.bdrc.io/resource/G1KR7" , "byams pa dgon/" ,
 "http://purl.bdrc.io/resource/G1KR7" , 弥勒寺 ,
 "http://purl.bdrc.io/resource/G1KR7" , 沙尔满 ( 根据 宗教史要 ) ,
 "http://purl.bdrc.io/resource/G1KR7" , 下孟乡弥勒寺 ,
 "http://purl.bdrc.io/resource/G1KR7" , "Sha er man" ,
 "http://purl.bdrc.io/resource/G3CN580" , "mong kar/" ,
 "http://purl.bdrc.io/resource/G3CN502" , "mong kar/" ,
 "http://purl.bdrc.io/resource/G3CN502" , "mong kar (pho brang)" ,
 "http://purl.bdrc.io/resource/G2GS1238" , "zhe zhal dgon/" ,
 "http://purl.bdrc.io/resource/G1PD96089" , 金刚寺 ,
 "http://purl.bdrc.io/resource/G1PD96089" , "rdo rje 'chang lha khang" ,
 "http://purl.bdrc.io/resource/G1PD96089" , 金刚寺 ,
 "http://purl.bdrc.io/resource/G1PD96089" , "rdo rje 'chang lha khang" ,
 "http://purl.bdrc.io/resource/G1PD96089" , "jin gang si" ,
 "http://purl.bdrc.io/resource/G1PD96089" , "jingang si" ,
 "http://purl.bdrc.io/resource/G1KR1460" , "bla 'dren dgon/" ,
 "http://purl.bdrc.io/resource/G1KR1460" , 朗真寺 ,
 "http://purl.bdrc.io/resource/G1KR1460" , "Ladren" ,
 "http://purl.bdrc.io/resource/G1KR1460" , "Ladren" ,
 "http://purl.bdrc.io/resource/G1KR1460" , 喇真寺 ,
 "http://purl.bdrc.io/resource/G1PD95988" , 武家寺 ,
 "http://purl.bdrc.io/resource/G1PD95988" , "ba'u lang zi/" ,
 "http://purl.bdrc.io/resource/G1PD95988" , 武家寺 ,
 "http://purl.bdrc.io/resource/G1PD95988" , "wujia si" ,
 "http://purl.bdrc.io/resource/G1PD95988" , "ba'u lang zi/" ,
 "http://purl.bdrc.io/resource/G1PD95988" , 吴家寺 ,
 "http://purl.bdrc.io/resource/G1PD95988" , 白武家寺 ,
 "http://purl.bdrc.io/resource/G1KR1330" , 怕瓦仁青林寺 ,
 "http://purl.bdrc.io/resource/G1KR1330" , 宗西乡怕瓦仁青林寺 ,
 "http://purl.bdrc.io/resource/G1KR1330" , 帕瓦仁青寺 ,
 "http://purl.bdrc.io/resource/G1KR1330" , "Pawarenqing si" ,
 "http://purl.bdrc.io/resource/G1PD95983" , "chi kya dgon pa/" ,
 "http://purl.bdrc.io/resource/G1PD95983" , 祁家寺 ,
 "http://purl.bdrc.io/resource/G1PD95983" , 祁家寺 ,
 "http://purl.bdrc.io/resource/G1PD95983" , "qijia si" ,
 "http://purl.bdrc.io/resource/G1PD95966" , "gser khog rdzong" ,
 "http://purl.bdrc.io/resource/G1PD95966" , 大通县 ,
 "http://purl.bdrc.io/resource/G1PD95966" , 大通回族土族自治县 ,
 "http://purl.bdrc.io/resource/G1PD95966" , "rte'u thang" ,
 "http://purl.bdrc.io/resource/G1PD95966" , "rta thang" ,
 "http://purl.bdrc.io/resource/G1PD95966" , "datong ༷xian" ,
 "http://purl.bdrc.io/resource/G1PD95966" , "datong ༷huizu tuzu zizhi xian" ,
 "http://purl.bdrc.io/resource/G3CN455" , "mkhar chen brag dkar/" ,
 "http://purl.bdrc.io/resource/G3162" , "'bri mtshams/" ,
 "http://purl.bdrc.io/resource/G3162" , "'bring mtshams/" ,
 "http://purl.bdrc.io/resource/G3162" , "'brig mtshams/" ,
 "http://purl.bdrc.io/resource/G3CN465" , "ru lag gi 'du gnas dgu/" ,
 "http://purl.bdrc.io/resource/G3CN465" , "ru lag gi bon gyi 'du gnas dgu/" ,
 "http://purl.bdrc.io/resource/G1PD95986" , "kong phyug zi/" ,
 "http://purl.bdrc.io/resource/G1PD95986" , 广修寺 ,
 "http://purl.bdrc.io/resource/G1PD95986" , 广修寺 ,
 "http://purl.bdrc.io/resource/G1PD95986" , 广秀寺/团结寺 ,
 "http://purl.bdrc.io/resource/G1PD95986" , 团结寺 ,
 "http://purl.bdrc.io/resource/G1PD95986" , 广秀寺 ,
 "http://purl.bdrc.io/resource/G1PD95986" , "guangxiu si" ,
 "http://purl.bdrc.io/resource/G2343" , "mnga' ris khams tshan (dga' ldan shar rtse)" ,
 "http://purl.bdrc.io/resource/G96" , "the bo khams tshan (dga' ldan shar rtse)" ,
 "http://purl.bdrc.io/resource/G96" , "mthe po khams tshan (dga' ldan shar rtse)" ,
 "http://purl.bdrc.io/resource/G103" , "gung ru khams tshan (dga' ldan shar rtse)" ,
 "http://purl.bdrc.io/resource/G99" , "rta 'on khams tshan (dga' ldan shar rtse)" ,
 "http://purl.bdrc.io/resource/G99" , "rta dbon khams tshan (dga' ldan shar rtse)" ,
 "http://purl.bdrc.io/resource/G93" , "lho pa khams tshan (dga' ldan shar rtse)" ,
 "http://purl.bdrc.io/resource/G95" , "co ne khams tshan (dga' ldan shar rtse)" ,
 "http://purl.bdrc.io/resource/G98" , "sog pa khams tshan (dga' ldan shar rtse)" ,
 "http://purl.bdrc.io/resource/G102" , "nyang po khams tshan (dga' ldan shar rtse)" ,
 "http://purl.bdrc.io/resource/G97" , "zung cu khams tshan (dga' ldan shar rtse)" ,
 "http://purl.bdrc.io/resource/G97" , "zong cu khams tshan (dga' ldan shar rtse)" ,
 "http://purl.bdrc.io/resource/G2492" , "skyid chu zhang" ,
 "http://purl.bdrc.io/resource/G2GS1239" , "spang rgan dgon/" ,
 "http://purl.bdrc.io/resource/G3692" , "mtsho nag gangs ra dgon/" ,
 "http://purl.bdrc.io/resource/G3560" , "nyang ra shang (bzhad mthong smon)" ,
 "http://purl.bdrc.io/resource/G3561" , "phru sgrig shang (bzhad mthong smon)" ,
 "http://purl.bdrc.io/resource/G2230" , "chu ze dgon/" ,
 "http://purl.bdrc.io/resource/G2497" , "sog gcung pa chos 'khor dgon/" ,
 "http://purl.bdrc.io/resource/G2497" , "chos 'khor dgon (sog gcung pa)" ,
 "http://purl.bdrc.io/resource/G2497" , "gcung pa chos 'khor dgon (sog)" ,
 "http://purl.bdrc.io/resource/G3563" , "na mo che shang (bzhad mthong smon)" ,
 "http://purl.bdrc.io/resource/G2115" , "lha bu khul/" ,
 "http://purl.bdrc.io/resource/G3696" , "ka seng dgon/" ,
 "http://purl.bdrc.io/resource/G1KR307" , 洛英寺 ,
 "http://purl.bdrc.io/resource/G1KR307" , "lu ying si/" ,
 "http://purl.bdrc.io/resource/G1KR307" , "lu ying si_[?]" ,
 "http://purl.bdrc.io/resource/G1KR307" , "luoying si" ,
 "http://purl.bdrc.io/resource/G2232" , "za rang dgon/" ,
 "http://purl.bdrc.io/resource/G4761" , "spungs dgon/" ,
 "http://purl.bdrc.io/resource/G4217" , "do 'bur steng" ,
 "http://purl.bdrc.io/resource/G4894" , "dpal yongs 'du dgon pa/" ,
 "http://purl.bdrc.io/resource/G2090" , "stag rtse khul/" ,
 "http://purl.bdrc.io/resource/G3CN1563" , "hi ma cal mnga' sde/" ,
 "http://purl.bdrc.io/resource/G3CN1563" , "Himachal Pardesh" ,
 "http://purl.bdrc.io/resource/G3565" , "tsha phu shang (bzhad mthong smon)" ,
 "http://purl.bdrc.io/resource/G1KR309" , 朋朋寺 ,
 "http://purl.bdrc.io/resource/G1KR309" , "peng peng si/" ,
 "http://purl.bdrc.io/resource/G1KR309" , "peng peng si_[?]" ,
 "http://purl.bdrc.io/resource/G1KR309" , "Pengpeng" ,
 "http://purl.bdrc.io/resource/G3300" , "thar phyin dgon/" ,
 "http://purl.bdrc.io/resource/G3300" , "snye mo thar phyin dgon/" ,
 "http://purl.bdrc.io/resource/G3288" , "phu sum shang (snye mo rdzong)" ,
 "http://purl.bdrc.io/resource/G2GS1242" , "ma mgon dgon/" ,
 "http://purl.bdrc.io/resource/G2GS1242" , 麻根寺 ,
 "http://purl.bdrc.io/resource/G2GS1242" , "magen si" ,
 "http://purl.bdrc.io/resource/G3567" , "chab kha grong rdal (bzhad mthong smon)" ,
 "http://purl.bdrc.io/resource/G1AG62" , "gnas mkhar/" ,
 "http://purl.bdrc.io/resource/G4632" , 查乌寺 ,
 "http://purl.bdrc.io/resource/G4632" , "bra 'or dgon/" ,
 "http://purl.bdrc.io/resource/G4632" , 扎果寺 ,
 "http://purl.bdrc.io/resource/G4632" , "Tragor" ,
 "http://purl.bdrc.io/resource/G4632" , "Tragor" ,
 "http://purl.bdrc.io/resource/G1KR2785" , "thub bstan dgon pa/" ,
 "http://purl.bdrc.io/resource/G1KR2785" , 土登寺 ,
 "http://purl.bdrc.io/resource/G1KR2785" , "tudeng si" ,
 "http://purl.bdrc.io/resource/G3302" , "bai ru dgon/" ,
 "http://purl.bdrc.io/resource/G3302" , "Bero" ,
 "http://purl.bdrc.io/resource/G3302" , 比如贡 ,
 "http://purl.bdrc.io/resource/G3302" , 比如寺 ,
 "http://purl.bdrc.io/resource/G3302" , "biru gong" ,
 "http://purl.bdrc.io/resource/G3302" , "biru si" ,
 "http://purl.bdrc.io/resource/G3292" , "thar rung shang (snye mo rdzong)" ,
 "http://purl.bdrc.io/resource/G3436" , "zi phu shang (mal gro gung dkar rdzong)" ,
 "http://purl.bdrc.io/resource/G1KR1322" , 朱巴寺 ,
 "http://purl.bdrc.io/resource/G1KR1322" , "Zhuba si" ,
 "http://purl.bdrc.io/resource/G1KR2520" , 贡巴俄康 ,
 "http://purl.bdrc.io/resource/G1KR2520" , "gong pa sngags khang" ,
 "http://purl.bdrc.io/resource/G1KR2520" , "gong pa sngags khang gsang sngags dar rgyas gling" ,
 "http://purl.bdrc.io/resource/G1KR2520" , "gongba ekang" ,
 "http://purl.bdrc.io/resource/G1KR2653" , 龙格寺 ,
 "http://purl.bdrc.io/resource/G1KR2653" , "lung dge zi/" ,
 "http://purl.bdrc.io/resource/G1KR2653" , "longge si" ,
 "http://purl.bdrc.io/resource/G1753" , 甘德县 ,
 "http://purl.bdrc.io/resource/G1753" , "dga' bde rdzong" ,
 "http://purl.bdrc.io/resource/G1753" , "gande xian" ,
 "http://purl.bdrc.io/resource/G3437" , "thar pa shang (mal gro gung dkar rdzong)" ,
 "http://purl.bdrc.io/resource/G1KR2654" , "cha chu dgon pa/" ,
 "http://purl.bdrc.io/resource/G1KR2654" , 恰曲寺 ,
 "http://purl.bdrc.io/resource/G1KR2654" , 上藏科帐房寺 ,
 "http://purl.bdrc.io/resource/G1KR2654" , "qiaqu si" ,
 "http://purl.bdrc.io/resource/G1KR2522" , 乜纳寺 ,
 "http://purl.bdrc.io/resource/G1KR2522" , "mi nyag grwa tshang" ,
 "http://purl.bdrc.io/resource/G1KR2522" , "mi nyag grwa tshang bkra shis chos 'phel gling" ,
 "http://purl.bdrc.io/resource/G1KR2522" , "bkra shis chos 'phel gling" ,
 "http://purl.bdrc.io/resource/G1KR2522" , "miena si" ,
 "http://purl.bdrc.io/resource/G2108" , "snang khul/" ,
 "http://purl.bdrc.io/resource/G3CN590" , "mal dro'i ltams/" ,
 "http://purl.bdrc.io/resource/G3307" , "smin grub mthong smon gling dgon/" ,
 "http://purl.bdrc.io/resource/G1PD95979" , "kong lung zi/" ,
 "http://purl.bdrc.io/resource/G1PD95979" , 广隆寺 ,
 "http://purl.bdrc.io/resource/G1PD95979" , 广隆寺 ,
 "http://purl.bdrc.io/resource/G1PD95979" , "guanglong si" ,
 "http://purl.bdrc.io/resource/G1PD95979" , 广龙寺 ,
 "http://purl.bdrc.io/resource/G3CN460" , "mang mkhar mdo phug" ,
 "http://purl.bdrc.io/resource/G3CN591" , "mnon/" ,
 "http://purl.bdrc.io/resource/G3CN591" , "Non" ,
 "http://purl.bdrc.io/resource/G3CN435" , "skyi shod lung nag /" ,
 "http://purl.bdrc.io/resource/G3CN435" , "skyid shod lung nag /" ,
 "http://purl.bdrc.io/resource/G3CN428" , "mal dro ra ba/" ,
 "http://purl.bdrc.io/resource/G3CN428" , "Medro Barab" ,
 "http://purl.bdrc.io/resource/G3CN428" , "mal dro ba rab/" ,
 "http://purl.bdrc.io/resource/G3CN427" , "'phan yul brag dkar/" ,
 "http://purl.bdrc.io/resource/G3CN427" , "Phanyul Drakar" ,
 "http://purl.bdrc.io/resource/G3CN361" , "bon gyi 'du gnas so bdun/" ,
 "http://purl.bdrc.io/resource/G3CN361" , "bon gyi 'du gnas chen po sum cu rtsa bdun/" ,
 "http://purl.bdrc.io/resource/G3CN429" , "brag dmar/" ,
 "http://purl.bdrc.io/resource/G3CN430" , "has po ri thang /" ,
 "http://purl.bdrc.io/resource/G3CN437" , "mdog gung rgyal mo kha/" ,
 "http://purl.bdrc.io/resource/G3CN437" , "mchog gon rgyal mo khang /" ,
 "http://purl.bdrc.io/resource/G3CN433" , "gnam mtsho ngo ring /" ,
 "http://purl.bdrc.io/resource/G3CN434" , "stod ris lung gsum/" ,
 "http://purl.bdrc.io/resource/G3CN425" , "'dam shod snar mo/" ,
 "http://purl.bdrc.io/resource/G3CN425" , "Damsho Narmo" ,
 "http://purl.bdrc.io/resource/G3CN426" , "ngan lam ral gsum/" ,
 "http://purl.bdrc.io/resource/G3CN426" , "Nganlam Ralsum" ,
 "http://purl.bdrc.io/resource/G3CN461" , "lha yul gung thang /" ,
 "http://purl.bdrc.io/resource/G3CN461" , "mang yul gung thang /" ,
 "http://purl.bdrc.io/resource/G2GS1113" , "smon pa thang chen/" ,
 "http://purl.bdrc.io/resource/G2GS1113" , "la bdun bde skyid smon pa thang chen/" ,
 "http://purl.bdrc.io/resource/G2GS1113" , "bde skyid smon pa thang chen/" ,
 "http://purl.bdrc.io/resource/G3CN597" , "Zarpu" ,
 "http://purl.bdrc.io/resource/G3CN597" , "dra'i zar phu/" ,
 "http://purl.bdrc.io/resource/G3CN559" , "dra'i gro phu/" ,
 "http://purl.bdrc.io/resource/G3CN559" , "dra'i gro phu/" ,
 "http://purl.bdrc.io/resource/G3CN559" , "gro pu/" ,
 "http://purl.bdrc.io/resource/G1PD95977" , "tsin h+phu zi/" ,
 "http://purl.bdrc.io/resource/G1PD95977" , 增福寺 ,
 "http://purl.bdrc.io/resource/G1PD95977" , "tsin h+phu zi/" ,
 "http://purl.bdrc.io/resource/G1PD95977" , 增福寺 ,
 "http://purl.bdrc.io/resource/G1PD95977" , "zengfu si" ,
 "http://purl.bdrc.io/resource/G1PD95977" , 郭郭寺/锅锅寺 ,
 "http://purl.bdrc.io/resource/G1PD95977" , 郭郭寺 ,
 "http://purl.bdrc.io/resource/G1PD95977" , 锅锅寺 ,
 "http://purl.bdrc.io/resource/G1PD95977" , "zeng fu si" ,
 "http://purl.bdrc.io/resource/G1KR2673" , 尖姆寺 ,
 "http://purl.bdrc.io/resource/G1KR2673" , "lcam sgon pa/" ,
 "http://purl.bdrc.io/resource/G1KR2673" , "lcam dgon pa/" ,
 "http://purl.bdrc.io/resource/G1KR2673" , "jianmu si" ,
 "http://purl.bdrc.io/resource/G1KR2673" , 贾果昂果曲噶尔 ,
 "http://purl.bdrc.io/resource/G1517" , "ba yan/" ,
 "http://purl.bdrc.io/resource/G1517" , "mdo smad ba yan/" ,
 "http://purl.bdrc.io/resource/G1KR424" , "ri brag dgon/" ,
 "http://purl.bdrc.io/resource/G1KR424" , 日绕寺 ,
 "http://purl.bdrc.io/resource/G1KR424" , "ri rao si" ,
 "http://purl.bdrc.io/resource/G1KR1206" , 拉西寺 ,
 "http://purl.bdrc.io/resource/G1KR1206" , "Daduo si" ,
 "http://purl.bdrc.io/resource/G1KR1206" , 达多寺 ,
 "http://purl.bdrc.io/resource/G1KR1205" , 向康大殿 ,
 "http://purl.bdrc.io/resource/G1KR1205" , 学龙寺 ,
 "http://purl.bdrc.io/resource/G1KR1205" , "Xiangkang si" ,
 "http://purl.bdrc.io/resource/G1KR1205" , "Xuelong si" ,
 "http://purl.bdrc.io/resource/G2350" , 湟中县 ,
 "http://purl.bdrc.io/resource/G2350" , "sku 'bum rdzong" ,
 "http://purl.bdrc.io/resource/G2350" , "hong krung rdzong" ,
 "http://purl.bdrc.io/resource/G2350" , "huangzhong xian" ,
 "http://purl.bdrc.io/resource/G1KR2111" , "mi nyag ri khrod/" ,
 "http://purl.bdrc.io/resource/G1KR2111" , 石城寺 ,
 "http://purl.bdrc.io/resource/G1KR2111" , "shicheng si" ,
 "http://purl.bdrc.io/resource/G1KR2096" , 贾尔藏寺 ,
 "http://purl.bdrc.io/resource/G1KR2096" , "rgya rdzong ri phrod/" ,
 "http://purl.bdrc.io/resource/G1KR2096" , "jia'erzang si" ,
 "http://purl.bdrc.io/resource/G1KR2091" , "hrar ban zi/" ,
 "http://purl.bdrc.io/resource/G1KR2091" , 沙尔湾寺 ,
 "http://purl.bdrc.io/resource/G1KR2091" , "sha'erwan si" ,
 "http://purl.bdrc.io/resource/G1KR2087" , "he ma lung ba'i dgon pa/" ,
 "http://purl.bdrc.io/resource/G1KR2087" , 海马沟寺 ,
 "http://purl.bdrc.io/resource/G1KR2087" , "haimagou si" ,
 "http://purl.bdrc.io/resource/G1KR2090" , "g.yan rgan ri khrod/" ,
 "http://purl.bdrc.io/resource/G1KR2090" , 岩岗寺 ,
 "http://purl.bdrc.io/resource/G1KR2090" , "yan'gang si" ,
 "http://purl.bdrc.io/resource/G1KR2094" , 群塔静房 ,
 "http://purl.bdrc.io/resource/G1KR2094" , "khrung thar ri khrod/" ,
 "http://purl.bdrc.io/resource/G1KR2094" , "khyung thar ri khrod/" ,
 "http://purl.bdrc.io/resource/G1KR2094" , "qunta jingfang" ,
 "http://purl.bdrc.io/resource/G1KR2102" , 苏尔吉佛堂 ,
 "http://purl.bdrc.io/resource/G1KR2102" , "zur gyi mchod khang" ,
 "http://purl.bdrc.io/resource/G1KR2102" , "su'erji fotang" ,
 "http://purl.bdrc.io/resource/G1KR2097" , "chu dkar ri khrod/" ,
 "http://purl.bdrc.io/resource/G1KR2097" , 上台静房 ,
 "http://purl.bdrc.io/resource/G1KR2097" , 曲噶尔静房 ,
 "http://purl.bdrc.io/resource/G1KR2097" , "shangtai jingfang" ,
 "http://purl.bdrc.io/resource/G1KR2101" , 尕住寺 ,
 "http://purl.bdrc.io/resource/G1KR2101" , "pha bzhi ri khrod/" ,
 "http://purl.bdrc.io/resource/G1KR2101" , "gazhu si" ,
 "http://purl.bdrc.io/resource/G1KR2101" , "bstan lung dar rgyas dgon pa/" ,
 "http://purl.bdrc.io/resource/G1KR2100" , 新庄拉康 ,
 "http://purl.bdrc.io/resource/G1KR2100" , "zhin grong lha khang" ,
 "http://purl.bdrc.io/resource/G1KR2109" , "hor sding ri khrod/" ,
 "http://purl.bdrc.io/resource/G1KR2109" , 桦林寺 ,
